"","Name","WeightClass","Bodyweight","Squat3","Deadlift2","Deadlift3","AttSquat3","AttDeadlift2","AttDeadlift3","Percent_Increase","D3_Success"
"2290","Minna Ristolainen","63",62.14,-125,160,-167.5,125,160,167.5,4.6875,0
"2291","Carla Ramsay","63",62.58,-130,145,150,130,145,150,3.44827586206897,1
"2292","Vicki Botha","63",60.57,-125,145,-157.5,125,145,157.5,8.62068965517241,0
"2293","Irene Johansen","63",61,112.5,145,155,112.5,145,155,6.89655172413793,1
"2294","Ilona Wilson","63",60.85,-120,140,-145,120,140,145,3.57142857142857,0
"2295","Lin Donevska","63",62.31,-97.5,117.5,-122.5,97.5,117.5,122.5,4.25531914893617,0
"2296","Louise Richardson","72",70.38,165,177.5,-182.5,165,177.5,182.5,2.8169014084507,0
"2297","Laura de Wet","72",71.23,-150,182.5,-187.5,150,182.5,187.5,2.73972602739726,0
"2298","Leah Lutz","72",69.5,-155,162.5,-170,155,162.5,170,4.61538461538462,0
"2299","Charlotte Esbjørn","72",70.56,-145,175,-177.5,145,175,177.5,1.42857142857143,0
"2300","Meredith Evans","72",70.32,140,172.5,180,140,172.5,180,4.34782608695652,1
"2301","Pirjo Palosaari","72",71.09,-130,137.5,142.5,130,137.5,142.5,3.63636363636364,1
"2302","Debbie McAlpine","72",69.56,130,130,-140,130,130,140,7.69230769230769,0
"2303","Alicia Webb","84",83.68,-206.5,192.5,-205,206.5,192.5,205,6.49350649350649,0
"2304","Hilde Dretvik","84",82.16,147.5,167.5,170,147.5,167.5,170,1.49253731343284,1
"2305","Katarina Ruus","84",80.15,-140,172.5,-175,140,172.5,175,1.44927536231884,0
"2306","Piia Valkonen","84",81.62,145,155,165,145,155,165,6.45161290322581,1
"2307","Laufey Agnarsdóttir","84",83.29,-137.5,152.5,157.5,137.5,152.5,157.5,3.27868852459016,1
"2308","Jenni Sherwood #1","84",81.42,135,177.5,-180,135,177.5,180,1.40845070422535,0
"2309","Heidi Boström-Vesola","84",82.47,-147.5,150,155,147.5,150,155,3.33333333333333,1
"2310","Pernilla Röhr","84",80.99,127.5,145,-152.5,127.5,145,152.5,5.17241379310345,0
"2311","Deborah Fenton","84",83.76,117.5,150,-152.5,117.5,150,152.5,1.66666666666667,0
"2312","Noriko Tsuji","47",46.08,100,120,-125,100,120,125,4.16666666666667,0
"2313","Ana Geitner","47",42.39,-92.5,140,-142.5,92.5,140,142.5,1.78571428571429,0
"2314","Shyami Murphy","47",46.43,102.5,110,-120,102.5,110,120,9.09090909090909,0
"2315","Maria Parreira","47",46.07,-70,-107.5,-110,70,107.5,110,2.32558139534884,0
"2316","Jayne Egan","52",51.27,105,130,135,105,130,135,3.84615384615385,1
"2317","Melissa Forbis","52",50.98,107.5,120,-130,107.5,120,130,8.33333333333333,0
"2318","Nathalie Feraud","52",49.1,100,-127.5,-130,100,127.5,130,1.96078431372549,0
"2319","Hege Henriksen Bubandt","52",50.33,95,130,132.5,95,130,132.5,1.92307692307692,1
"2320","Jenny Hunter","52",51.67,77.5,122.5,132.5,77.5,122.5,132.5,8.16326530612245,1
"2321","Catrin Resch","52",47.91,90,105,112.5,90,105,112.5,7.14285714285714,1
"2322","Annette Rattunde","52",50.68,-97.5,NA,NA,97.5,NA,NA,NA,NA
"2323","Leena Jokitalo-Luomakoski","57",55.89,110,142.5,150,110,142.5,150,5.26315789473684,1
"2324","Marie-France Cabos","57",56.64,-107.5,142.5,-147.5,107.5,142.5,147.5,3.50877192982456,0
"2325","Helen Allen","57",56.4,-97.5,150,-152.5,97.5,150,152.5,1.66666666666667,0
"2326","Michelle Franklin","57",55.89,92.5,125,137.5,92.5,125,137.5,10,1
"2327","Cristina Ciraudo","57",56.21,95,125,132.5,95,125,132.5,6,1
"2328","Carol Anthony","57",54.62,75,117.5,-130,75,117.5,130,10.6382978723404,0
"2329","Elena Lutsenko","63",62.07,125,142.5,-150,125,142.5,150,5.26315789473684,0
"2330","Khrys Kyriacou","63",62.65,135,-145,-145,135,145,145,0,0
"2331","Ana Couto","63",61.64,-110,147.5,-155,110,147.5,155,5.08474576271187,0
"2332","Cathleen Mele","63",61.42,105,-167.5,-167.5,105,167.5,167.5,0,0
"2333","Lynda Banks","63",62.26,112.5,147.5,-160,112.5,147.5,160,8.47457627118644,0
"2334","Joanne Craig","63",62.29,-132.5,130,-140,132.5,130,140,7.69230769230769,0
"2335","Larysa Ivanova","63",62.55,112.5,120,-125,112.5,120,125,4.16666666666667,0
"2336","Suzanne LaForge","72",65.65,-150,187.5,195,150,187.5,195,4,1
"2337","Karen Barry","72",70.31,-152.5,160,-165,152.5,160,165,3.125,0
"2338","Helen Twomey","72",70.37,127.5,172.5,-188,127.5,172.5,188,8.98550724637681,0
"2339","Gro-Berit Stavheim","72",71.48,-127.5,140,145,127.5,140,145,3.57142857142857,1
"2340","Livy Laure Romain","72",69.83,125,-145,-147.5,125,145,147.5,1.72413793103448,0
"2341","Stina Sundling","72",70.73,105,125,130,105,125,130,4,1
"2342","Candice Firmani","72",63.93,102.5,110,115,102.5,110,115,4.54545454545455,1
"2343","Jackie Blasbery","84",83.16,130,162.5,-173.5,130,162.5,173.5,6.76923076923077,0
"2344","Julie Henderson","84",80.59,135,145,147.5,135,145,147.5,1.72413793103448,1
"2345","Satu Junnila","84",72.94,120,145,152.5,120,145,152.5,5.17241379310345,1
"2346","Janine Wheeler","84",82.01,117.5,137.5,-147.5,117.5,137.5,147.5,7.27272727272727,0
"2347","Anne Hellem","84",82.75,95,142.5,-147.5,95,142.5,147.5,3.50877192982456,0
"2348","Marina Cornwall","47",44.53,77.5,110,115,77.5,110,115,4.54545454545455,1
"2349","Pirjo Kemppainen","47",46.86,-55,80,85,55,80,85,6.25,1
"2350","Vuokko Viitasaari","52",51.37,115,142.5,150,115,142.5,150,5.26315789473684,1
"2351","Linda Kaminski","52",49.38,105,125,130,105,125,130,4,1
"2352","Edith Guennec","57",56.06,-107.5,151,155.5,107.5,151,155.5,2.98013245033113,1
"2353","Sigríður Dagmar Agnarsdóttir","57",55.2,90,115,120,90,115,120,4.34782608695652,1
"2354","Martine Parfait","57",54.76,-77.5,125,-132.5,77.5,125,132.5,6,0
"2355","Sarah Butcher","57",55.77,85,107.5,112.5,85,107.5,112.5,4.65116279069767,1
"2356","Irmeli Vaulakorpi","57",56.13,77.5,-105,-115,77.5,105,115,9.52380952380952,0
"2357","Kim Crumpton","57",53.74,-60,110,120,60,110,120,9.09090909090909,1
"2358","Ann Whitmarsh","57",55.62,-80,-100,100,80,100,100,0,1
"2359","Françoise Calves","63",59.8,-105,115,-120,105,115,120,4.34782608695652,0
"2360","Susan Farrell #1","63",60.92,85,115,120,85,115,120,4.34782608695652,1
"2361","Denise Thomas","63",61.38,85,-115,115,85,115,115,0,1
"2362","Lise Madsen","63",62.06,70,125,-130,70,125,130,4,0
"2363","Sirkka-Liisa Hohenthal","63",59.45,-85,90,100,85,90,100,11.1111111111111,1
"2364","Sandra Simmons","63",61.22,70,105,107.5,70,105,107.5,2.38095238095238,1
"2365","Alma Kimura","72",69.14,-116,140,143,116,140,143,2.14285714285714,1
"2366","Marie-Christine Liege","72",67.32,97.5,-117.5,-117.5,97.5,117.5,117.5,0,0
"2367","Linda Lynch","72",66.65,90,-122.5,-122.5,90,122.5,122.5,0,0
"2368","Jane Freeman","72",68.19,-85,100,105,85,100,105,5,1
"2369","Régine Billard","72",66.21,72.5,112.5,-115,72.5,112.5,115,2.22222222222222,0
"2370","Janice Francis","84",81.99,107.5,130,-150.5,107.5,130,150.5,15.7692307692308,0
"2371","Susan Elwyn","47",45.84,77.5,110.5,-115,77.5,110.5,115,4.07239819004525,0
"2372","Eila Kumpuniemi","47",46.77,65,105,-107.5,65,105,107.5,2.38095238095238,0
"2373","Joyce Aiazzi","52",47.61,67.5,-92.5,93.5,67.5,92.5,93.5,1.08108108108108,1
"2374","Denise Johnson","52",51.65,-55,-87.5,-87.5,55,87.5,87.5,0,0
"2375","Bebe Burns","57",52.15,62.5,67.5,77.5,62.5,67.5,77.5,14.8148148148148,1
"2376","Tatyana Fomina","63",60.69,95,118,122.5,95,118,122.5,3.8135593220339,1
"2377","Anne Mari Clausen","84",79.65,77.5,95,-105,77.5,95,105,10.5263157894737,0
"2378","Sergey Fedosienko","59",58.48,227.5,260,271,227.5,260,271,4.23076923076923,1
"2379","Franklin León","59",58.8,222.5,225,-232.5,222.5,225,232.5,3.33333333333333,0
"2380","Dariusz Wszola","59",58.58,215,205,212.5,215,205,212.5,3.65853658536585,1
"2381","Mohamed Lakehal","59",59,-226.5,240,-250,226.5,240,250,4.16666666666667,0
"2382","Shawn Frasquillo","59",58.38,-180,225,230,180,225,230,2.22222222222222,1
"2383","Takaharu Ebihara","59",58.48,192.5,-207.5,207.5,192.5,207.5,207.5,0,1
"2384","Walter Gómez","59",58.84,180,215,-232.5,180,215,232.5,8.13953488372093,0
"2385","Noel Whelan","59",58.46,-177.5,187.5,192.5,177.5,187.5,192.5,2.66666666666667,1
"2386","Azamat Alymbek Uulu","59",58.98,NA,-242.5,-242.5,NA,242.5,242.5,0,0
"2387","Sergey Gladkikh","66",65.5,245,260,265,245,260,265,1.92307692307692,1
"2388","Keith McHoney","66",64.88,-242.5,262.5,272.5,242.5,262.5,272.5,3.80952380952381,1
"2389","Tsung-Ting Hsieh","66",64.88,230,262.5,267.5,230,262.5,267.5,1.9047619047619,1
"2390","Stephen Cascioli","66",65.68,245.5,240,-255,245.5,240,255,6.25,0
"2391","Antti Savolainen","66",65.84,-217.5,-270,-279,217.5,270,279,3.33333333333333,0
"2392","John Paul Cauchi","66",65.84,222.5,278.5,282.5,222.5,278.5,282.5,1.43626570915619,1
"2393","Tomáš Jurícek","66",65.88,-210,242.5,-255,210,242.5,255,5.15463917525773,0
"2394","Randy Loke You Jie","66",65.16,182.5,245,255,182.5,245,255,4.08163265306122,1
"2395","Andrew Dawes","66",65.14,-202.5,210,217.5,202.5,210,217.5,3.57142857142857,1
"2396","Givi Margvelashvili","66",65.38,-190,220,-232.5,190,220,232.5,5.68181818181818,0
"2397","Jaime Barrera #1","66",62.68,142.5,-200,-200,142.5,200,200,0,0
"2398","Sebastien Villagra","66",65.58,-232.5,-225,-225,232.5,225,225,0,0
"2399","Aliaksandr Hrynkevich-Sudnik","74",73.76,257.5,297.5,302.5,257.5,297.5,302.5,1.68067226890756,1
"2400","Taylor Atwood","74",73.74,255,277.5,-290,255,277.5,290,4.5045045045045,0
"2401","Pavel Marda","74",73.98,257.5,-282.5,-285,257.5,282.5,285,0.884955752212389,0
"2402","Andrey Prokopenko","74",73.12,-247.5,292.5,-302.5,247.5,292.5,302.5,3.41880341880342,0
"2403","Connor Lutz","74",73.38,242.5,250,260,242.5,250,260,4,1
"2404","Sami Nieminen","74",73.86,230,300,-311,230,300,311,3.66666666666667,0
"2405","Hassan El Belghiti","74",72.3,-240,300,-305,240,300,305,1.66666666666667,0
"2406","Hugo Salhuana Moscoso","74",72.18,235,262.5,270,235,262.5,270,2.85714285714286,1
"2407","Isaac Ndombou","74",72.95,-247.5,-270,-270,247.5,270,270,0,0
"2408","John Strachan","74",72.88,222.5,-265,265,222.5,265,265,0,1
"2409","Andrew Ramsay","74",73.64,207.5,245,252.5,207.5,245,252.5,3.06122448979592,1
"2410","Jonathan Kariv","74",73.62,-190,-225,-225,190,225,225,0,0
"2411","Esteban Castro","74",72.6,-210,220,-227.5,210,220,227.5,3.40909090909091,0
"2412","Levon Kocharyan","74",73.16,-190,-190,NA,190,190,NA,NA,NA
"2413","Rabah El Fekair","74",73.94,-262.5,-290,-290,262.5,290,290,0,0
"2414","John Haack","83",82.8,298,310,315,298,310,315,1.61290322580645,1
"2415","Brett Gibbs","83",82.56,-288,305,-327.5,288,305,327.5,7.37704918032787,0
"2416","Owen Hubbard","83",81.96,270,265,272.5,270,265,272.5,2.83018867924528,1
"2417","Jacek Spychala","83",82.72,255,300,-315,255,300,315,5,0
"2418","Daniel Carvalho","83",82.64,-245,295,-305,245,295,305,3.38983050847458,0
"2419","Amir Fazeli","83",82.38,-252.5,-317.5,317.5,252.5,317.5,317.5,0,1
"2420","Romain Picot-Guéraud","83",82.5,-262.5,280,-290,262.5,280,290,3.57142857142857,0
"2421","M Melyan Mawia Majdi Naser","83",81.14,250,270,280,250,270,280,3.7037037037037,1
"2422","Daniel Bedford #1","83",82.78,-237.5,262.5,-277.5,237.5,262.5,277.5,5.71428571428571,0
"2423","Sergey Asaturov","83",81.72,-210,230,-240,210,230,240,4.34782608695652,0
"2424","Juan Tamayo","83",81.62,227.5,225,-227.5,227.5,225,227.5,1.11111111111111,0
"2425","Oscar Barrera","83",81.34,-200,NA,NA,200,NA,NA,NA,NA
"2426","Mykhaylo Bulanyy","93",92.5,-310.5,325,-335,310.5,325,335,3.07692307692308,0
"2427","Borislav Adov","93",92.92,-295,310,320,295,310,320,3.2258064516129,1
"2428","Ali Ben Hadj Ali","93",92.76,-292.5,330,335,292.5,330,335,1.51515151515152,1
