"","Name","WeightClass","Bodyweight","Squat3","Deadlift2","Deadlift3","AttSquat3","AttDeadlift2","AttDeadlift3","Percent_Increase","D3_Success"
"601","Callum McGovern","66",64.65,-165,195,202.5,165,195,202.5,3.84615384615385,1
"602","Shoma Nomura","66",64,-142.5,170,185,142.5,170,185,8.82352941176471,1
"603","Aryan Patnaik","66",65.9,147.5,162.5,175,147.5,162.5,175,7.69230769230769,1
"604","Roni Kulmala","66",65.05,147.5,165,167.5,147.5,165,167.5,1.51515151515152,1
"605","Grégory Ostyn","66",65.95,-170,-205,-235,170,205,235,14.6341463414634,0
"606","Vadim Plakhotnikov","74",69.75,228,245,255,228,245,255,4.08163265306122,1
"607","Nahel Baali","74",73.75,197.5,240,-263.5,197.5,240,263.5,9.79166666666667,0
"608","Ethan Reid","74",73.5,207.5,225,240,207.5,225,240,6.66666666666667,1
"609","Andrey Talko","74",72.85,-212.5,210,220,212.5,210,220,4.76190476190476,1
"610","Ihor Zvonarov","74",72.95,-220,-232.5,-232.5,220,232.5,232.5,0,0
"611","Harry Sugden","74",68.85,205,215,225,205,215,225,4.65116279069767,1
"612","Marek Vávra","74",72.45,-200,225,235,200,225,235,4.44444444444444,1
"613","Kamil Kuriata","74",72.95,-187.5,197.5,202.5,187.5,197.5,202.5,2.53164556962025,1
"614","Tanam Majerský","74",73,-210,210,220,210,210,220,4.76190476190476,1
"615","Conner Finnegan","74",73.3,202.5,215,-222.5,202.5,215,222.5,3.48837209302326,0
"616","Taiyo Fujii","74",70.9,-150,180,-190,150,180,190,5.55555555555556,0
"617","Filip Näreskog","83",82.5,240,282.5,286.5,240,282.5,286.5,1.41592920353982,1
"618","Richmond Baiden","83",80.9,-257.5,280,-286,257.5,280,286,2.14285714285714,0
"619","Karel Rada #2","83",82.35,-250,252.5,255,250,252.5,255,0.99009900990099,1
"620","Andrew Roe","83",82.5,235,225,232.5,235,225,232.5,3.33333333333333,1
"621","Ross Cundy","83",81.75,230,232.5,-237.5,230,232.5,237.5,2.1505376344086,0
"622","Carson Schamahorn","83",81.75,-225,-260,-262.5,225,260,262.5,0.961538461538462,0
"623","Shinnosuke Tomita","83",82.4,-225,220,225,225,220,225,2.27272727272727,1
"624","Leon Burrows","83",80.65,220,217.5,220,220,217.5,220,1.14942528735632,1
"625","Jakub Lenart","83",82.3,-225,-200,NA,225,200,NA,NA,NA
"626","Cole Clute","83",82.5,187.5,187.5,-192.5,187.5,187.5,192.5,2.66666666666667,0
"627","Kirill Sakharov","93",92.4,257.5,252.5,260,257.5,252.5,260,2.97029702970297,1
"628","Colton Hurley","93",91.65,273,-267.5,-280,273,267.5,280,4.67289719626168,0
"629","Spencer Serota","93",89.7,257.5,-252.5,-255,257.5,252.5,255,0.99009900990099,0
"630","Sven Rausch","93",92.7,212.5,-260,-260,212.5,260,260,0,0
"631","Liam Kagg","93",91.65,172.5,180,185,172.5,180,185,2.77777777777778,1
"632","John Pineda","53",52.1,142.5,192.5,-197.5,142.5,192.5,197.5,2.5974025974026,0
"633","Edward Taylor #2","53",51.4,-145,160,167.5,145,160,167.5,4.6875,1
"634","Kaito Hirai","53",52.25,-160,-160,160,160,160,160,0,1
"635","Yota Tanabe","53",44.35,122.5,150,160,122.5,150,160,6.66666666666667,1
"636","Derek Ng","59",59,177.5,265,275,177.5,265,275,3.77358490566038,1
"637","Daniel Tan","59",57.85,197.5,217.5,-222.5,197.5,217.5,222.5,2.29885057471264,0
"638","Denis Pavlov","59",58.7,-180,210,-222.5,180,210,222.5,5.95238095238095,0
"639","Rostyslav Zherebtsov","59",58.35,-170,200,-210,170,200,210,5,0
"640","Junto Tsuchiya","59",57.8,-177.5,187.5,-192.5,177.5,187.5,192.5,2.66666666666667,0
"641","Julien Gutierrez","59",58.3,-167.5,202.5,-210,167.5,202.5,210,3.7037037037037,0
"642","Hugo Granberg","59",58.25,-175,190,-200,175,190,200,5.26315789473684,0
"643","Terence Goh","59",58.4,167.5,182.5,-195,167.5,182.5,195,6.84931506849315,0
"644","Afzol Ali","59",58.5,150,-202.5,-202.5,150,202.5,202.5,0,0
"645","Dmitriy Chebanov","66",65.7,220,-247.5,247.5,220,247.5,247.5,0,1
"646","Renzo Santelices","66",65.9,-225,260,265,225,260,265,1.92307692307692,1
"647","Luke Homer","66",65.4,-245,-247.5,260,245,247.5,260,5.05050505050505,1
"648","Ciarán Murray","66",65.05,205,212.5,215,205,212.5,215,1.17647058823529,1
"649","Joel Chan","66",65.6,185,217.5,-222.5,185,217.5,222.5,2.29885057471264,0
"650","Micheal Seay","74",73.55,267.5,270,277.5,267.5,270,277.5,2.77777777777778,1
"651","Richard Cho","74",73.65,268,-305,-312.5,268,305,312.5,2.45901639344262,0
"652","Riccardo Angelini","74",73.25,252.5,275,-292.5,252.5,275,292.5,6.36363636363636,0
"653","Nathan Winsala","74",73.6,257.5,275,-285,257.5,275,285,3.63636363636364,0
"654","Blake Barrett","74",73.2,-237.5,277.5,285,237.5,277.5,285,2.7027027027027,1
"655","Vadym Yarzhemskyi","74",73.4,225,255,-260,225,255,260,1.96078431372549,0
"656","Andreas Nilsson #1","74",73.9,222.5,250,-260,222.5,250,260,4,0
"657","Roman Klepche","74",72.05,225,240,-250,225,240,250,4.16666666666667,0
"658","Ryu Saito","74",73.5,-232.5,-255,-255,232.5,255,255,0,0
"659","Eetu Kumpulainen","74",73.6,-220,-250,250,220,250,250,0,1
"660","Klaus Kaufmann","74",73,-215,-235,-235,215,235,235,0,0
"661","Sean Ferran","74",72.55,212.5,215,225,212.5,215,225,4.65116279069767,1
"662","Elias De Buck","74",72.35,-210,222.5,-232.5,210,222.5,232.5,4.49438202247191,0
"663","Wongsatorn Angchaibunsrisuk","74",71.8,177.5,205,217.5,177.5,205,217.5,6.09756097560976,1
"664","Wynand Kuhn","74",70.95,155,220,-227.5,155,220,227.5,3.40909090909091,0
"665","Yuya Fujii","74",73.1,-237.5,-282.5,-285,237.5,282.5,285,0.884955752212389,0
"666","Chido Nnoli","83",81.95,247.5,316.5,325,247.5,316.5,325,2.68562401263823,1
"667","Timothy Monigatti","83",82.7,-280,295,-302.5,280,295,302.5,2.54237288135593,0
"668","Dylan Nelson #1","83",82.1,287.5,260,267.5,287.5,260,267.5,2.88461538461538,1
"669","Scott Webb","83",82.75,-265,272.5,277.5,265,272.5,277.5,1.8348623853211,1
"670","Richard van Bezooijen","83",82.1,255,270,275,255,270,275,1.85185185185185,1
"671","Gaminum Adam","83",83,NA,-270,NA,NA,270,NA,NA,NA
"672","Egor Khlebushchev","83",82.6,-250,-270,-270,250,270,270,0,0
"673","Otto Fält","83",82.2,-257.5,-285,285,257.5,285,285,0,1
"674","Theodor Dima","83",82.8,260,260,-270,260,260,270,3.84615384615385,0
"675","Naoki Terunuma","83",81.95,237.5,-255,255,237.5,255,255,0,1
"676","Aaron Moran","83",81.85,220,250,260,220,250,260,4,1
"677","Vitalijs Boronenko","83",82.15,222.5,252.5,-257.5,222.5,252.5,257.5,1.98019801980198,0
"678","Manuel Weberndorfer","83",81.45,215,222.5,227.5,215,222.5,227.5,2.24719101123596,1
"679","Phuripat Yimserhthi","83",79.1,227.5,212.5,222.5,227.5,212.5,222.5,4.70588235294118,1
"680","Ewan Belgrove","83",82.25,-297.5,NA,NA,297.5,NA,NA,NA,NA
"681","Connor Borkert","93",92.15,297.5,292.5,-307.5,297.5,292.5,307.5,5.12820512820513,0
"682","Vid Leskovar","93",92.95,-282.5,315,-320,282.5,315,320,1.58730158730159,0
"683","Matthew Lewis Vena","93",91.95,-295,-305,-305,295,305,305,0,0
"684","Carl Hynén-Ulfsjöö","93",91.8,260,292.5,302.5,260,292.5,302.5,3.41880341880342,1
"685","Rubén Rodríguez Castro","93",89.8,-275,292.5,-305,275,292.5,305,4.27350427350427,0
"686","Adedapo Ojewale","93",90.8,255,305,-330,255,305,330,8.19672131147541,0
"687","Jakub Vágner","93",92.35,275,280,290,275,280,290,3.57142857142857,1
"688","Maël Jacquemet","93",92.75,277.5,270,-282.5,277.5,270,282.5,4.62962962962963,0
"689","Jacob Florelius","93",92.3,237.5,280,-302.5,237.5,280,302.5,8.03571428571429,0
"690","Rasmsu Winther","93",92.4,262.5,277.5,-287.5,262.5,277.5,287.5,3.6036036036036,0
"691","Paul Egger","93",92,-257.5,295,305,257.5,295,305,3.38983050847458,1
"692","Joel Immanuel Vikesland","93",92,-237.5,302.5,-315,237.5,302.5,315,4.13223140495868,0
"693","Moises Villon","93",91.85,-247.5,257.5,-267.5,247.5,257.5,267.5,3.88349514563107,0
"694","Matt Shapiera","93",91.45,250,270,-275,250,270,275,1.85185185185185,0
"695","Daniel Felstein","93",92.55,-252.5,285,-290,252.5,285,290,1.75438596491228,0
"696","Jordan Konczak","93",92.6,-227.5,240,-245,227.5,240,245,2.08333333333333,0
"697","Filipp Sushkov","93",92.15,-260,275,-297.5,260,275,297.5,8.18181818181818,0
"698","Slawomir Sledz","59",56.45,192.5,210,-215,192.5,210,215,2.38095238095238,0
"699","Masashi Ono","59",58.45,152.5,200,-215,152.5,200,215,7.5,0
"700","Fredrik Sjödin","59",58.2,147.5,182.5,-187.5,147.5,182.5,187.5,2.73972602739726,0
"701","Ron Brinker","59",58.7,152.5,-150,-150,152.5,150,150,0,0
"702","Lewis Noppers","66",65.7,195,262.5,-272.5,195,262.5,272.5,3.80952380952381,0
"703","Jean-Sébastien Rhéaume","66",65.55,-220,-235,-235,220,235,235,0,0
"704","Newton Cheng","66",63.45,180,215,-220,180,215,220,2.32558139534884,0
"705","Mikko Aho","66",65.65,185,210,-215,185,210,215,2.38095238095238,0
"706","Greig Murray","66",65.1,NA,225,235,NA,225,235,4.44444444444444,1
"707","Niklas Ek","66",64.65,-180,-190,-190,180,190,190,0,0
"708","Kenji Nishizuka","66",64.15,-147.5,180,-200,147.5,180,200,11.1111111111111,0
"709","Christophe Etancelin","66",65.65,155,165,-170,155,165,170,3.03030303030303,0
"710","Kojo Gyennin","74",73.35,-240,280,287.5,240,280,287.5,2.67857142857143,1
"711","Jani Haapamäki","74",73.6,215,250,-255,215,250,255,2,0
"712","Eric Townsley","74",72.35,220,240,250,220,240,250,4.16666666666667,1
"713","Jøran Langset","74",72.55,-220,240,252.5,220,240,252.5,5.20833333333333,1
"714","Pekka Taskinen","74",73.75,-220,240,-245,220,240,245,2.08333333333333,0
"715","Evgeniy Stepanov #1","74",73.85,210,225,230,210,225,230,2.22222222222222,1
"716","Florian Dorfner","74",73.25,215,225,-230,215,225,230,2.22222222222222,0
"717","Marlon Daniels","74",73.6,-212.5,215,-222.5,212.5,215,222.5,3.48837209302326,0
"718","Neville Harris","74",73.45,-210,237.5,-250,210,237.5,250,5.26315789473684,0
"719","Mário Belan","74",72.85,-212.5,212.5,-217.5,212.5,212.5,217.5,2.35294117647059,0
"720","Marcel Rösler","74",73.65,-207.5,225,-230,207.5,225,230,2.22222222222222,0
"721","Enkhbat Sanduijav","74",73,-197.5,-237.5,-237.5,197.5,237.5,237.5,0,0
"722","Christian Wenka","74",73.95,190,222.5,235,190,222.5,235,5.61797752808989,1
"723","Nick Bentley","74",73.38,-172.5,230,-235,172.5,230,235,2.17391304347826,0
"724","Loris Menoni","74",73.6,-180,195,-200,180,195,200,2.56410256410256,0
"725","Martin Smith #1","74",73.35,-172.5,120,140,172.5,120,140,16.6666666666667,1
"726","Pasi Sipiläinen","83",82.75,225,287.5,302.5,225,287.5,302.5,5.21739130434783,1
"727","Leonid Plotnytskiy","83",82.05,237.5,265,277.5,237.5,265,277.5,4.71698113207547,1
"728","Donald Bigham","83",81.55,252.5,270,-282.5,252.5,270,282.5,4.62962962962963,0
"729","André Geffry","83",82.5,245,267.5,272.5,245,267.5,272.5,1.86915887850467,1
"730","Ryan Lapadat","83",82.65,240,270,282.5,240,270,282.5,4.62962962962963,1
"731","Emil Löfgren","83",81.4,220,265,-272.5,220,265,272.5,2.83018867924528,0
"732","Kevin Weiss","83",82.6,222.5,235,247.5,222.5,235,247.5,5.31914893617021,1
"733","Benjamin Rowe","83",82.4,-235,-245,NA,235,245,NA,NA,NA
"734","Will Mann","83",82.45,-217.5,255,262.5,217.5,255,262.5,2.94117647058824,1
"735","Khairiddin Rizoev","83",82.3,210,240,-250,210,240,250,4.16666666666667,0
"736","Ali Gönen","83",78.85,-205,255,-260,205,255,260,1.96078431372549,0
"737","Louis Brix Martin","83",82.7,-185,230,240,185,230,240,4.34782608695652,1
"738","Marc Moegelbjerg","83",82.35,185,-200,-200,185,200,200,0,0
"739","Munkhchuluun Gimboonov","83",81.9,-237.5,220,-230,237.5,220,230,4.54545454545455,0
"740","Margus Silbaum","93",92.5,275,300,-325.5,275,300,325.5,8.5,0
"741","Gabriel García","93",92.15,277.5,285,-297.5,277.5,285,297.5,4.3859649122807,0
"742","Brandon Summers","93",91.55,-275,267.5,-272.5,275,267.5,272.5,1.86915887850467,0
"743","Ronny Björkhaug","93",92.8,240,285,-290,240,285,290,1.75438596491228,0
"744","Thomas Edvinsson","93",92.75,242.5,242.5,-247.5,242.5,242.5,247.5,2.06185567010309,0
"745","Munetaka Sanaki","93",90.8,245,-260,-265,245,260,265,1.92307692307692,0
"746","Marcos Sanchéz","93",86.8,235,250,-260,235,250,260,4,0
"747","Jurgis Zalans","93",92.8,-230,260,-265,230,260,265,1.92307692307692,0
"748","Ludovic Lutz","93",91.05,215,235,-240,215,235,240,2.12765957446809,0
"749","Loic Caron","93",92.9,215,230,-240,215,230,240,4.34782608695652,0
"750","Jerry Botha","93",90.75,182.5,-235,235,182.5,235,235,0,1
"751","Nygren Hansen Thomas","93",87.4,160,217.5,230,160,217.5,230,5.74712643678161,1
"752","Faisal Alzaabi","93",91.6,NA,140,NA,NA,140,NA,NA,NA
"753","Ronny Schroeder","93",93,-215,NA,NA,215,NA,NA,NA,NA
"754","Thomas Wulffeld","59",58.7,170,-212.5,-212.5,170,212.5,212.5,0,0
"755","Shaun Bateman","59",58.15,147.5,185,-192.5,147.5,185,192.5,4.05405405405405,0
"756","Henry Chay","59",58.8,140,-200,-200,140,200,200,0,0
"757","Frank Wunderlich","59",58.2,107.5,160,-162.5,107.5,160,162.5,1.5625,0
"758","Romuald Buisson","59",57.8,-120,157.5,-160,120,157.5,160,1.58730158730159,0
"759","Eric Kupperstein","59",58.8,-180,-227.5,-227.5,180,227.5,227.5,0,0
"760","Ivelin Petrov","66",65.6,210,192.5,205,210,192.5,205,6.49350649350649,1
"761","Jeffrey Phillips","66",64.4,180,220,-237.5,180,220,237.5,7.95454545454545,0
"762","Pascal Poidras","66",65.4,180,-200,-200,180,200,200,0,0
"763","Yoshikatsu Takekawa","66",65.7,150,175,180,150,175,180,2.85714285714286,1
"764","Kader Baali","74",73.5,-230,250,-262.5,230,250,262.5,5,0
"765","Patrick Keenan","74",72.1,207.5,207.5,212.5,207.5,207.5,212.5,2.40963855421687,1
"766","Torbjörn Jönsson","74",71.1,180,222.5,227.5,180,222.5,227.5,2.24719101123596,1
"767","Joe McCullough","74",73.25,192.5,217.5,-225,192.5,217.5,225,3.44827586206897,0
"768","Lars Carlsson","74",73.7,-180,-195,-212.5,180,195,212.5,8.97435897435897,0
"769","Glen Chaytor","74",73.7,195,-190,-190,195,190,190,0,0
"770","Peter Hansen","74",72.5,-125,-145,145,125,145,145,0,1
"771","Robert Rodney","83",81.9,-220,-280,-280,220,280,280,0,0
"772","Jeff Becker","83",81.9,225,-260,-260,225,260,260,0,0
"773","Philippe Pasquier","83",82.05,222.5,232.5,-242.5,222.5,232.5,242.5,4.3010752688172,0
"774","Irving Harris","83",82.85,-243,220,-225,243,220,225,2.27272727272727,0
"775","Sandro D'Angelo","83",82.05,-200,240,-242.5,200,240,242.5,1.04166666666667,0
"776","Joergen Nielsen","83",82.4,-200,195,-200,200,195,200,2.56410256410256,0
"777","Yokogi Junichi","83",80,165,190,-210,165,190,210,10.5263157894737,0
"778","Dirk Surma","83",82.65,NA,160,170,NA,160,170,6.25,1
"779","Jesper Mogensen","83",79.35,-167.5,-220,-220,167.5,220,220,0,0
"780","Kenneth Möllersten","83",82.68,NA,NA,NA,NA,NA,NA,NA,NA
"781","Alejandro Rodríguez Acuña","93",91.8,255,250,255,255,250,255,2,1
"782","Eric Dumas","93",92.6,257.5,260,-270,257.5,260,270,3.84615384615385,0
"783","Troy Gibson","93",92.2,-235,245,-260,235,245,260,6.12244897959184,0
"784","Privat Madienguela","93",92.1,230,240,-245,230,240,245,2.08333333333333,0
"785","Miroslaw Kania","93",91.4,225,245,-255,225,245,255,4.08163265306122,0
"786","Jörgen Almqvist","93",91.75,212.5,270,-280,212.5,270,280,3.7037037037037,0
"787","Ronny Hegge","93",92.75,NA,240,-250,NA,240,250,4.16666666666667,0
"788","Nicolás Urioste","93",92.4,-220,240,-245,220,240,245,2.08333333333333,0
"789","David Clifford","93",89.7,222.5,-240,-240,222.5,240,240,0,0
"790","Gemel Boughamdouz","93",91.05,-210,NA,NA,210,NA,NA,NA,NA
"791","Richard Parish","93",90.7,-200,-245,-245,200,245,245,0,0
"792","Eide Olsen Bengt","93",92.2,NA,185,NA,NA,185,NA,NA,NA
"793","Michal Sekot","93",91.75,-210,220,230,210,220,230,4.54545454545455,1
"794","Mitsuhiro Uraki","59",58.15,141,182.5,185,141,182.5,185,1.36986301369863,1
"795","Phil Drenik","59",58,-141.5,177.5,-182.5,141.5,177.5,182.5,2.8169014084507,0
"796","Kyoji Kawakami","59",57.3,-117.5,140,142.5,117.5,140,142.5,1.78571428571429,1
"797","Alexander Moiseev","59",57.65,-120,140,-155,120,140,155,10.7142857142857,0
"798","Perenlei Shagdar","59",58.2,-120,-130,-130,120,130,130,0,0
"799","Monte Lofing","66",64.7,-175,180,185,175,180,185,2.77777777777778,1
"800","Lars Flyborg","66",65.7,152.5,162.5,170,152.5,162.5,170,4.61538461538462,1
"801","Georges Auberval","66",65.15,160,165,175,160,165,175,6.06060606060606,1
"802","Philippe Rouge","66",64.1,125,150,-155,125,150,155,3.33333333333333,0
"803","Bogd-Ochir Sugar","66",65.4,NA,147.5,-165,NA,147.5,165,11.864406779661,0
"804","Martti Kilpeläinen","74",69.9,170,220,-232.5,170,220,232.5,5.68181818181818,0
"805","Bernard Vachon","74",73.1,207,225,-230,207,225,230,2.22222222222222,0
"806","Reino Puska","74",72.75,192.5,200,-210,192.5,200,210,5,0
"807","Ketil Olsen","74",73.75,155,-210,210,155,210,210,0,1
"808","Joseph Marksteiner","74",71.3,187.5,185,-190,187.5,185,190,2.7027027027027,0
"809","Hans Winbo","74",73.85,155,192.5,-202.5,155,192.5,202.5,5.19480519480519,0
"810","Akinori Yasukura","74",73.05,180,172.5,-182.5,180,172.5,182.5,5.79710144927536,0
"811","Daniel Guinot","74",71.2,150,175,-180,150,175,180,2.85714285714286,0
"812","Haruhiko Furuta","74",73.7,-155,145,150,155,145,150,3.44827586206897,1
"813","Patrick Malenfant","74",73.15,145,165,-175,145,165,175,6.06060606060606,0
"814","Kevin Payne #2","74",71.55,-122.5,195,-200,122.5,195,200,2.56410256410256,0
"815","Sæmundur Guðmundsson","74",73.45,-140,170,NA,140,170,NA,NA,NA
"816","Tormod Andersen","83",80.7,210,225,232.5,210,225,232.5,3.33333333333333,1
"817","John LaFlamme","83",82,192.5,232.5,240,192.5,232.5,240,3.2258064516129,1
"818","Heimo Hopeavuori","83",81.55,-190,205,-207.5,190,205,207.5,1.21951219512195,0
"819","Ron Delaney","83",82.7,175,-237.5,-240,175,237.5,240,1.05263157894737,0
"820","Dieter Hundertmark","83",82.25,180,200,-205,180,200,205,2.5,0
"821","John MacQueen","83",80.15,172.5,-175,175,172.5,175,175,0,1
"822","Peter Leister","83",80.55,150,170,-180,150,170,180,5.88235294117647,0
"823","Phil Burge","83",80,-127.5,177.5,182.5,127.5,177.5,182.5,2.8169014084507,1
"824","David Ricks","93",92.7,-305,272.5,-300,305,272.5,300,10.0917431192661,0
"825","Józef Gromek","93",92.5,240,262.5,272.5,240,262.5,272.5,3.80952380952381,1
"826","Jens Aarhus","93",91.4,-230,225,-230,230,225,230,2.22222222222222,0
"827","Anders Källberg","93",89.25,170,205,-210,170,205,210,2.4390243902439,0
"828","Josef Ptácek","93",91.9,177.5,182.5,-187.5,177.5,182.5,187.5,2.73972602739726,0
"829","Morten Rygh","93",92.15,175,205,-217.5,175,205,217.5,6.09756097560976,0
"830","Wolfgang Reitter","93",90.8,162.5,175,-180,162.5,175,180,2.85714285714286,0
"831","Michael Didonato","93",88.95,140,162.5,-170,140,162.5,170,4.61538461538462,0
"832","Milan Gombár","59",56.55,-142.5,190.5,-197.5,142.5,190.5,197.5,3.6745406824147,0
"833","Hisanao Hiramatsu","59",56.05,-105,130,140,105,130,140,7.69230769230769,1
"834","Gennadij Li","59",54.26,-110,112.5,-115,110,112.5,115,2.22222222222222,0
"835","Malcolm Bainbridge","66",65.1,120,175,182.5,120,175,182.5,4.28571428571429,1
"836","Ilkka Mikkonen","66",64.55,NA,165,-175,NA,165,175,6.06060606060606,0
"837","Ernie Parkes","74",73.35,-157.5,212.5,220,157.5,212.5,220,3.52941176470588,1
"838","Kuniyoshi Sato","74",73,-170,190,-200,170,190,200,5.26315789473684,0
"839","John Terragni","74",72.25,140,157.5,165,140,157.5,165,4.76190476190476,1
"840","Dary Reed","74",72,-117.5,142.5,145,117.5,142.5,145,1.75438596491228,1
"841","Laurie Greenidge","83",82.6,155,185,-190,155,185,190,2.7027027027027,0
"842","John Rankin Jr","83",81.05,-142.5,-187.5,-187.5,142.5,187.5,187.5,0,0
"843","Kari Mattila","83",82.5,117.5,165,-180,117.5,165,180,9.09090909090909,0
"844","Jim Klostergaard","83",79.1,-115,150,NA,115,150,NA,NA,NA
"845","Jerry Shetka","93",89.6,182.5,252.5,-265,182.5,252.5,265,4.95049504950495,0
"846","Takafumi Deguchi","93",87,162.5,220,-225,162.5,220,225,2.27272727272727,0
"847","Clive Lingard","93",90.25,115,160,175,115,160,175,9.375,1
"848","Curt Carlsson","93",89.85,125,165,172.5,125,165,172.5,4.54545454545455,1
"849","Heather Connor","47",45.35,132.5,172.5,176,132.5,172.5,176,2.02898550724638,1
"850","Noémie Allabert","47",46.7,137.5,160,-167.5,137.5,160,167.5,4.6875,0
"851","Simone Lai","47",46.65,130,147.5,150,130,147.5,150,1.69491525423729,1
"852","Hanna Rantala","47",46.85,-122.5,-145,145,122.5,145,145,0,1
"853","Leslie Evangelista","47",46.35,120,-160,160,120,160,160,0,1
"854","Janine Martin","47",45.45,105,145,150,105,145,150,3.44827586206897,1
"855","Stephanie Mary Anak Ensol","47",46.6,-115,-150,-150,115,150,150,0,0
"856","Tatiana Koroleva","47",46.85,-112.5,137.5,-142.5,112.5,137.5,142.5,3.63636363636364,0
"857","Aya Fukumura","47",46.55,95,127.5,137.5,95,127.5,137.5,7.84313725490196,1
"858","Anna Klishch","47",46.75,95,137.5,-147.5,95,137.5,147.5,7.27272727272727,0
"859","Paulina Szymanel","47",46.5,-110,137.5,-142.5,110,137.5,142.5,3.63636363636364,0
"860","Joy Nnamani","52",51.45,NA,-200,-206,NA,200,206,3,0
"861","Marisa Inda","52",51.2,137.5,180,-190,137.5,180,190,5.55555555555556,0
"862","Olga Golubeva","52",51.6,145,-170,170,145,170,170,0,1
"863","Monica Dip","52",51.75,-145,-182.5,182.5,145,182.5,182.5,0,1
"864","Sophia Waldemarson","52",50.7,135,155,-162.5,135,155,162.5,4.83870967741935,0
"865","Vilma Ochoa Vargas","52",51.9,-145,170,-177.5,145,170,177.5,4.41176470588235,0
"866","Pleun Dekkers","52",50.9,152.5,155,160,152.5,155,160,3.2258064516129,1
"867","Aleksandra Aranitovic","52",52,-145,147.5,-150,145,147.5,150,1.69491525423729,0
"868","Barbara Gapp","52",51.55,-112.5,180,185,112.5,180,185,2.77777777777778,1
"869","Anna Hourihane","52",51.35,-125,140,-145,125,140,145,3.57142857142857,0
"870","Hidemi Shishido","52",51.6,132.5,132.5,137.5,132.5,132.5,137.5,3.77358490566038,1
"871","Ana Almeida","52",50.75,-117.5,140,-147.5,117.5,140,147.5,5.35714285714286,0
"872","Amanda Foulkes","52",51.65,-140,170,-175,140,170,175,2.94117647058824,0
"873","Maria Htee","57",55.15,-175.5,-190,197.5,175.5,190,197.5,3.94736842105263,1
"874","Meghan Scanlon","57",56.65,178,177.5,-180,178,177.5,180,1.40845070422535,0
"875","Bobbie Butters","57",56.55,172.5,172.5,177.5,172.5,172.5,177.5,2.89855072463768,1
"876","Kenia Monserrate","57",56.75,162.5,172.5,180,162.5,172.5,180,4.34782608695652,1
"877","Teresa Yeung","57",55.95,160,177.5,182.5,160,177.5,182.5,2.8169014084507,1
"878","Inna Filimonova #1","57",56.65,172.5,-185,185,172.5,185,185,0,1
"879","Ellie Steel","57",56.9,-145,160,170,145,160,170,6.25,1
"880","Brónagh McPeake","57",56.95,-162.5,167.5,-170,162.5,167.5,170,1.49253731343284,0
"881","Faridi Saavedra","57",56,152.5,155,165,152.5,155,165,6.45161290322581,1
"882","Laura Savolainen","57",56.95,-130,170,-175,130,170,175,2.94117647058824,0
"883","Chloé-Jade McDonald","57",56.55,137.5,175,-182.5,137.5,175,182.5,4.28571428571429,0
"884","Vanessa Alvares","57",56.1,-157.5,162.5,-167.5,157.5,162.5,167.5,3.07692307692308,0
"885","Evita Talahatu","57",57,-147.5,-137.5,-137.5,147.5,137.5,137.5,0,0
"886","Katja Babic","57",56.25,135,142.5,145,135,142.5,145,1.75438596491228,1
"887","Loreana Acosta","57",56.55,-137.5,145,150,137.5,145,150,3.44827586206897,1
"888","Hanna Kuokkanen","57",56.7,130,152.5,-160,130,152.5,160,4.91803278688525,0
"889","Irene Stabile Lacasta","57",56.35,-115,137.5,142.5,115,137.5,142.5,3.63636363636364,1
"890","Jessica DeSousa","57",56.7,110,142.5,-147.5,110,142.5,147.5,3.50877192982456,0
"891","Bayartsetseg Oyuntungalag","57",56.7,-135,-125,-125,135,125,125,0,0
"892","Carola Garra","63",62.6,185.5,187.5,-192.5,185.5,187.5,192.5,2.66666666666667,0
"893","Samantha Calhoun","63",62.9,172.5,217.5,-228.5,172.5,217.5,228.5,5.05747126436782,0
"894","Prescillia Bavoil","63",62.55,188,197.5,202.5,188,197.5,202.5,2.53164556962025,1
"895","Ivana Horná","63",62.3,-172.5,-215,-217.5,172.5,215,217.5,1.16279069767442,0
"896","Teresa Parsons","63",62.2,160,182.5,187.5,160,182.5,187.5,2.73972602739726,1
"897","Sabrina Moore #1","63",62.2,-152.5,195,-202.5,152.5,195,202.5,3.84615384615385,0
"898","Lucia Puricelli","63",62.5,-172.5,172.5,-177.5,172.5,172.5,177.5,2.89855072463768,0
"899","Carolina Dillen","63",62.6,160,180,185,160,180,185,2.77777777777778,1
"900","Iris Scholten","63",61.75,165,170,172.5,165,170,172.5,1.47058823529412,1
"901","Jolien Dreesen","63",61.55,162.5,177.5,182.5,162.5,177.5,182.5,2.8169014084507,1
"902","Emma Arusyak Badalyan","63",61.7,-172.5,165,-170,172.5,165,170,3.03030303030303,0
"903","Sophia Granstad","63",61.55,-150,200,-205,150,200,205,2.5,0
"904","Nataliia Zhukovska","63",62.6,142.5,-195,-205,142.5,195,205,5.12820512820513,0
"905","Johanna Aguinaga","63",62.75,147.5,157.5,-162.5,147.5,157.5,162.5,3.17460317460317,0
"906","Stina Lindell","63",62.45,152.5,170,-180,152.5,170,180,5.88235294117647,0
"907","Romana Tea Kirinic","63",62.55,150,172.5,177.5,150,172.5,177.5,2.89855072463768,1
"908","Sahyuri Lalime","63",61.9,150,172.5,180,150,172.5,180,4.34782608695652,1
"909","Dina Batalova","63",62.9,137.5,-170,-170,137.5,170,170,0,0
